sentenceID,clabel,cprob,consequent,gold_consequent,alabel,aprob,antecedent,gold_antecedent
203047,1,100,could not have noticed,employees at BP's UK operations could not have noticed,1,10,had become better,Unless they had been informed that their lifestyles had become better
203048,1,100,"would have been papers out on this a decade ago, not just in","there would have been papers out on this a decade ago, not just in Wilmington, but in many other large cities",0,25,there were adequate funding on firearm-related research,If there were adequate funding on firearm-related research
203049,1,100,might have reformed voting laws,Justice Kennedy might have reformed voting laws,1,100,"had the man Rick Hasen, an election-law expert, calls Justice Hamlet been a little less mercurial","had the man Rick Hasen, an election-law expert, calls Justice Hamlet been a little less mercurial"
203050,1,100,'d been there for him more,{},1,100,wish I,I wish I'd been there for him more
203051,0,0,,one can only imagine the tragic possibilities,1,75,"happier outcome in his ""Miracle on the Hudson"" )","Had he not consciously steered the plane over the water, minimizing the danger to others, making what pilots who were later interviewed on news programs said was a brilliant action akin to that which Captain Sullenberger had made some 7 years prior "
203052,1,100,would have been to gracefully receive it and move on,the normative response would have been to gracefully receive it and move on,0,25,"it's true? If my sister and I had shown ample signs of gratitude, the normative response",If my sister and I had shown ample signs of gratitude
203053,1,100,wouldn't have found this because it wouldn't make a lot of sense to take these oncogenes that we thought,we probably wouldn't have found this,0,25,there were no such thing as Down syndrome,If there were no such thing as Down syndrome
203054,0,0,,the chances are very high,0,25,Even if this were possible,Even if this were possible
203055,1,100,"might donate, helping to alleviate the deadly shortage","many more people might donate, helping to alleviate the deadly shortage",1,100,Were it legal to buy and sell organs,Were it legal to buy and sell organs
203056,1,100,would have been unthinkable assuming the pro-business Blair had still been in,"Some of his rhetoric about ""predatory"" capitalism would have been unthinkable",1,75,had still been in office,assuming the pro-business Blair had still been in office
203057,1,75,might have achieved the same end without,he might have achieved the same end without the outcry,1,75,Had he kept his mouth shut but,Had he kept his mouth shut but appointed more doveish types
203058,1,100,should have said he,he should have said he was guilty of something,0,25,President Trumpo was guilty of something,If he thought President Trumpo was guilty of something
203059,1,100,"would have known to buy DSUM shares on August 27 at a price of $22.88, which are now worth $23.72, and which have a yield of 3.2 per cent",you would have known to buy DSUM shares on August 27 at a price of $22.88,0,25,you had an uncle on the government's powerful standing committee,If you had an uncle on the government's powerful standing committee
203060,1,75,wouldn't be threatening to shut down the government unless,he wouldn't be threatening to shut down the government,0,25,view of the fact that Democrats continued their opposition to the wall on December 13,If the president really had believed what he tweeted this morning
